VIN,Model Year,Make,Model,Fuel Type (Primary),Body Class,Gross Vehicle Wt,MPG (City),MPG (Highway),MPG (Combined),MPG Source,MPG Estimated,CO2 (Primary),CO2 (Alt),Alt Range,Odometer,Annual Mileage,Asset ID,Department,Location,Assumed Vehicle (Text),Assumed Vehicle (ID),Match Confidence,Data Quality,Processing Status,Processing Error,Commercial Category,GVWR (pounds),Engine Horsepower,Engine Configuration,Fuel Type (Secondary),Vehicle Class,Series,Trim Level,Diesel Engine,Commercial Vehicle,Commercial Summary,ACF Compliance,ACF Detail,ACF Mandate Status,Proposed EV Year,EV Year Reason,Fuel Type Mismatch,atvType,barrels08,barrelsA08,battery,c240Dscr,c240bDscr,charge120,charge240,charge240b,city08,city08U,cityA08,cityA08U,cityCD,cityE,cityMpk,cityUF,cityUmpk,co2,co2TailpipeAGpm,co2TailpipeGpm,comb08,comb08U,combA08,combA08U,combE,combMpk,combUmpk,combinedCD,combinedUF,createdOn,cylDeact,cylDeactYesNo,cylinders,displ,drive,emissionsList,engId,eng_dscr,evMotor,feScore,fuelCost08,fuelCostA08,fuelType,fuelType1,Fuel Type (Secondary),ghgScore,ghgScoreA,guzzler,highway08,highway08U,highwayA08,highwayA08U,highwayCD,highwayE,highwayMpk,highwayUF,highwayUmpk,hlv,hpv,id,lv2,lv4,make,mfrCode,model,modifiedOn,mpgData,mpgRevised,phevBlended,phevCity,phevComb,phevHwy,pv2,pv4,range,rangeCity,rangeCityA,rangeHwy,rangeHwyA,startStop,trans_dscr,trany,UCity,UCityA,UHighway,UHighwayA,VClass,year,youSaveSpend,baseModel,sCharger,tCharger
1FM5K7F8XNGA89012,2022,FORD,Explorer,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",18,24,20,FuelEconomy.gov,No,444.0,,,"44,800","23,800",PD-008,Police,Police Station 1,"Auto (S10), 6 cyl, 3.0 L, Turbo, SIDI",44823,85%,80%,Success,,Light Duty,"7,000",,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Limited,No,No,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,14.8755,0.0,-1,None,None,0.0,0.0,0.0,18,17.5986,0,0.0,0.0,0.0,0,0.0,0.0,444,0.0,444.0,20,20.2708,0,0.0,0.0,0,0.0,0.0,0.0,2021-11-04T00:00:00-04:00,N,No,6,3.0,Part-time 4-Wheel Drive,None,28,SIDI,None,4,2200,0,Regular,Regular Gasoline,None,4,-1,None,24,24.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,44823,0,0,Ford,FMX,Explorer AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),22.0,0.0,35.0,0.0,Standard Sport Utility Vehicle 4WD,2022,-3250,Explorer,None,T
3C4PDCBB6LT123456,2020,DODGE,Journey,Gasoline,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",19,25,21,FuelEconomy.gov,No,420.0,,,"32,500","21,500",PD-009,Police,Police Station 2,"Auto 4-spd, 4 cyl, 2.4 L",42442,100%,96%,Success,,Light Duty,"6,000",173,In-Line,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,SE,No,No,"Light Duty | GVWR: 6,000 lb",Exempt — Light-Duty,"GVWR 6,000 lbs; not subject to ACF",,,,,None,14.167142857142858,0.0,-1,None,None,0.0,0.0,0.0,19,18.5595,0,0.0,0.0,0.0,0,0.0,0.0,420,0.0,420.0,21,21.1431,0,0.0,0.0,0,0.0,0.0,0.0,2020-01-16T00:00:00-05:00,N,No,4,2.4,Front-Wheel Drive,None,551,None,None,4,2100,0,Regular,Regular Gasoline,None,4,-1,None,25,25.478,0,0.0,0.0,0.0,0,0.0,0.0,0,0,42442,0,0,Dodge,CRX,Journey,2020-04-14T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic 4-spd,23.3,0.0,35.9,0.0,Small Sport Utility Vehicle 2WD,2020,-2750,Journey,None,None
3C4PDCBB0LT234567,2020,DODGE,Journey,Gasoline,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",19,25,21,FuelEconomy.gov,No,420.0,,,"28,900","20,800",PD-010,Police,Police Station 2,"Auto 4-spd, 4 cyl, 2.4 L",42442,100%,96%,Success,,Light Duty,"6,000",173,In-Line,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,SE,No,No,"Light Duty | GVWR: 6,000 lb",Exempt — Light-Duty,"GVWR 6,000 lbs; not subject to ACF",,,,,None,14.167142857142858,0.0,-1,None,None,0.0,0.0,0.0,19,18.5595,0,0.0,0.0,0.0,0,0.0,0.0,420,0.0,420.0,21,21.1431,0,0.0,0.0,0,0.0,0.0,0.0,2020-01-16T00:00:00-05:00,N,No,4,2.4,Front-Wheel Drive,None,551,None,None,4,2100,0,Regular,Regular Gasoline,None,4,-1,None,25,25.478,0,0.0,0.0,0.0,0,0.0,0.0,0,0,42442,0,0,Dodge,CRX,Journey,2020-04-14T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic 4-spd,23.3,0.0,35.9,0.0,Small Sport Utility Vehicle 2WD,2020,-2750,Journey,None,None
2C3CDXCTXNH123456,2022,DODGE,Charger,Gasoline,Sedan/Saloon,"Class 1: 6,000 lb or less (2,722 kg or less)",16,25,19,FuelEconomy.gov,No,466.0,,,"45,600","25,200",PD-011,Police,Police Station 2,"Auto 8-spd, 8 cyl, 5.7 L",45081,100%,97%,Success,,Light Duty,"6,000",370,V-Shaped,,PASSENGER CAR,LD,R/T,No,No,"Light Duty | GVWR: 6,000 lb",Exempt — Light-Duty,"GVWR 6,000 lbs; not subject to ACF",,,,,None,15.65842105263158,0.0,-1,None,None,0.0,0.0,0.0,16,15.9536,0,0.0,0.0,0.0,0,0.0,0.0,466,0.0,466.0,19,19.062,0,0.0,0.0,0,0.0,0.0,0.0,2022-01-19T00:00:00-05:00,Y,Yes,8,5.7,Rear-Wheel Drive,None,6,None,None,4,2750,0,Midgrade,Midgrade Gasoline,None,4,-1,None,25,25.0202,0,0.0,0.0,0.0,0,0.0,0.0,0,0,45081,0,16,Dodge,CRX,Charger,2022-12-21T00:00:00-05:00,N,false,false,0,0,0,0,105,0,0.0,0.0,0.0,0.0,N,None,Automatic 8-spd,19.8,0.0,35.1989,0.0,Large Cars,2022,-6000,Charger,None,None
2C3CDXCT4NH234567,2022,DODGE,Charger,Gasoline,Sedan/Saloon,"Class 1: 6,000 lb or less (2,722 kg or less)",16,25,19,FuelEconomy.gov,No,466.0,,,"52,300","26,000",PD-012,Police,Police Station 3,"Auto 8-spd, 8 cyl, 5.7 L",45081,100%,97%,Success,,Light Duty,"6,000",370,V-Shaped,,PASSENGER CAR,LD,R/T,No,No,"Light Duty | GVWR: 6,000 lb",Exempt — Light-Duty,"GVWR 6,000 lbs; not subject to ACF",,,,,None,15.65842105263158,0.0,-1,None,None,0.0,0.0,0.0,16,15.9536,0,0.0,0.0,0.0,0,0.0,0.0,466,0.0,466.0,19,19.062,0,0.0,0.0,0,0.0,0.0,0.0,2022-01-19T00:00:00-05:00,Y,Yes,8,5.7,Rear-Wheel Drive,None,6,None,None,4,2750,0,Midgrade,Midgrade Gasoline,None,4,-1,None,25,25.0202,0,0.0,0.0,0.0,0,0.0,0.0,0,0,45081,0,16,Dodge,CRX,Charger,2022-12-21T00:00:00-05:00,N,false,false,0,0,0,0,105,0,0.0,0.0,0.0,0.0,N,None,Automatic 8-spd,19.8,0.0,35.1989,0.0,Large Cars,2022,-6000,Charger,None,None
1FM5K8AR3LGA56789,2020,FORD,Explorer,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",20,27,23,FuelEconomy.gov,No,386.0,,,"37,800","22,000",PD-013,Police,Police HQ,"Auto (S10), 4 cyl, 2.3 L, Turbo",41487,85%,80%,Success,,Light Duty,"7,000",,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Police,No,No,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,12.935217391304349,0.0,-1,None,None,0.0,0.0,0.0,20,20.2399,0,0.0,0.0,0.0,0,0.0,0.0,386,0.0,386.0,23,23.2015,0,0.0,0.0,0,0.0,0.0,0.0,2019-06-04T00:00:00-04:00,N,No,4,2.3,Part-time 4-Wheel Drive,None,3,SIDI,None,5,1900,0,Regular,Regular Gasoline,None,5,-1,None,27,27.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,41487,0,0,Ford,FMX,Explorer AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),25.6,0.0,40.2,0.0,Standard Sport Utility Vehicle 4WD,2020,-1750,Explorer,None,T
1FM5K8AR3LGA67890,2020,FORD,Explorer,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",20,27,23,FuelEconomy.gov,No,386.0,,,"41,200","23,500",PD-014,Police,Police HQ,"Auto (S10), 4 cyl, 2.3 L, Turbo",41487,85%,80%,Success,,Light Duty,"7,000",,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Police,No,No,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,12.935217391304349,0.0,-1,None,None,0.0,0.0,0.0,20,20.2399,0,0.0,0.0,0.0,0,0.0,0.0,386,0.0,386.0,23,23.2015,0,0.0,0.0,0,0.0,0.0,0.0,2019-06-04T00:00:00-04:00,N,No,4,2.3,Part-time 4-Wheel Drive,None,3,SIDI,None,5,1900,0,Regular,Regular Gasoline,None,5,-1,None,27,27.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,41487,0,0,Ford,FMX,Explorer AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),25.6,0.0,40.2,0.0,Standard Sport Utility Vehicle 4WD,2020,-1750,Explorer,None,T
1FM5K8AR4LGA78901,2020,FORD,Explorer,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",20,27,23,FuelEconomy.gov,No,386.0,,,"58,900","27,200",PD-015,Police,Police Station 3,"Auto (S10), 4 cyl, 2.3 L, Turbo",41487,85%,80%,Success,,Light Duty,"7,000",,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Police,No,No,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,12.935217391304349,0.0,-1,None,None,0.0,0.0,0.0,20,20.2399,0,0.0,0.0,0.0,0,0.0,0.0,386,0.0,386.0,23,23.2015,0,0.0,0.0,0,0.0,0.0,0.0,2019-06-04T00:00:00-04:00,N,No,4,2.3,Part-time 4-Wheel Drive,None,3,SIDI,None,5,1900,0,Regular,Regular Gasoline,None,5,-1,None,27,27.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,41487,0,0,Ford,FMX,Explorer AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),25.6,0.0,40.2,0.0,Standard Sport Utility Vehicle 4WD,2020,-1750,Explorer,None,T
1FMJK1JT0NEA12345,2022,FORD,Expedition MAX,Flexible Fuel Vehicle (FFV),Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",17,23,20,EPA Class Estimate,Yes,,,,"82,300","8,500",FD-001,Fire/EMS,Fire Station 1,,,,87%,Success,,Light Duty,"8,000",310,V-Shaped,Gasoline,MULTIPURPOSE PASSENGER VEHICLE (MPV),,XLT,No,No,"Light Duty | GVWR: 8,000 lb",Exempt — Light-Duty,"GVWR 8,000 lbs; not subject to ACF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FMJK1JT9NEA23456,2022,FORD,Expedition MAX,Flexible Fuel Vehicle (FFV),Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",17,23,20,EPA Class Estimate,Yes,,,,"45,600","7,200",FD-002,Fire/EMS,Fire Station 1,,,,87%,Success,,Light Duty,"8,000",310,V-Shaped,Gasoline,MULTIPURPOSE PASSENGER VEHICLE (MPV),,XLT,No,No,"Light Duty | GVWR: 8,000 lb",Exempt — Light-Duty,"GVWR 8,000 lbs; not subject to ACF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDFE4FS3MDA34567,2021,FORD,E-450,,Incomplete - Cutaway,"Class 4: 14,001 - 16,000 lb (6,350 - 7,258 kg)",10,14,12,EPA Class Estimate,Yes,,,,"135,600","41,000",TR-008,Transit,Transit Depot,,,,66%,Success,,Medium Duty,"16,000",,,,INCOMPLETE VEHICLE,Econoline,,No,Yes,"Medium Duty | GVWR: 16,000 lb",Subject to ACF,"GVWR 16,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FVACYDC6LHKG1234,2020,FREIGHTLINER,M2,Diesel,Truck,"Class 8: 33,001 lb and above (14,969 kg and above)",5.5,7.5,6.5,EPA Class Estimate,Yes,,,,"125,400","12,500",FD-003,Fire/EMS,Fire Station 2,,,,82%,Success,,Extra Heavy Duty,"33,001",,In-Line,,INCOMPLETE VEHICLE,106 Medium Duty,,Yes,Yes,"Extra Heavy Duty | Diesel | GVWR: 33,001 lb",Subject to ACF,"GVWR 33,001 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDUF5HT0FEA12345,2015,FORD,F-550,Diesel,Incomplete - Chassis Cab (Single Cab),"Class 5: 16,001 - 19,500 lb (7,258 - 8,845 kg)",10,14,12,EPA Class Estimate,Yes,,,,"175,400","47,500",TR-009,Transit,Transit Depot,,,,82%,Success,,Medium Duty,"19,500",440,V-Shaped,,INCOMPLETE VEHICLE,,,Yes,Yes,"Medium Duty | Diesel | GVWR: 19,500 lb",Subject to ACF,"GVWR 19,500 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDUF5HT9FEA23456,2015,FORD,F-550,Diesel,Incomplete - Chassis Cab (Single Cab),"Class 5: 16,001 - 19,500 lb (7,258 - 8,845 kg)",10,14,12,EPA Class Estimate,Yes,,,,"168,900","46,000",TR-010,Transit,Transit Depot,,,,82%,Success,,Medium Duty,"19,500",440,V-Shaped,,INCOMPLETE VEHICLE,,,Yes,Yes,"Medium Duty | Diesel | GVWR: 19,500 lb",Subject to ACF,"GVWR 19,500 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FVACYDC9LHKG2345,2020,FREIGHTLINER,M2,Diesel,Truck,"Class 8: 33,001 lb and above (14,969 kg and above)",5.5,7.5,6.5,EPA Class Estimate,Yes,,,,"98,700","11,800",FD-004,Fire/EMS,Fire Station 2,,,,82%,Success,,Extra Heavy Duty,"33,001",,In-Line,,INCOMPLETE VEHICLE,106 Medium Duty,,Yes,Yes,"Extra Heavy Duty | Diesel | GVWR: 33,001 lb",Subject to ACF,"GVWR 33,001 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDFE4FS1MDA45678,2021,FORD,E-450,,Incomplete - Cutaway,"Class 4: 14,001 - 16,000 lb (6,350 - 7,258 kg)",10,14,12,EPA Class Estimate,Yes,,,,"142,500","10,200",FD-007,Fire/EMS,Fire Station 2,,,,66%,Success,,Medium Duty,"16,000",,,,INCOMPLETE VEHICLE,Econoline,,No,Yes,"Medium Duty | GVWR: 16,000 lb",Subject to ACF,"GVWR 16,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FMJK1JT7NEA34567,2022,FORD,Expedition MAX,Flexible Fuel Vehicle (FFV),Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",17,23,20,EPA Class Estimate,Yes,,,,"52,300","7,500",FD-009,Fire/EMS,Fire Station 1,,,,87%,Success,,Light Duty,"8,000",310,V-Shaped,Gasoline,MULTIPURPOSE PASSENGER VEHICLE (MPV),,XLT,No,No,"Light Duty | GVWR: 8,000 lb",Exempt — Light-Duty,"GVWR 8,000 lbs; not subject to ACF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FMJK1JT5NEA45678,2022,FORD,Expedition MAX,Flexible Fuel Vehicle (FFV),Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",17,23,20,EPA Class Estimate,Yes,,,,"38,700","6,800",FD-010,Fire/EMS,Fire Station 3,,,,87%,Success,,Light Duty,"8,000",310,V-Shaped,Gasoline,MULTIPURPOSE PASSENGER VEHICLE (MPV),,XLT,No,No,"Light Duty | GVWR: 8,000 lb",Exempt — Light-Duty,"GVWR 8,000 lbs; not subject to ACF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FTFW1ETXEKD56789,2014,FORD,F-150,Gasoline,Pickup,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",16,22,18,FuelEconomy.gov,No,483.0,,,"145,600","18,500",HD-001,Public Works,Public Works Yard,"Auto (S6), 6 cyl, 3.5 L, Turbo",34525,100%,92%,Success,,Light Duty,"8,000",365,V-Shaped,,TRUCK,,,No,Yes,"Light Duty | GVWR: 8,000 lb",Exempt — Light-Duty,"GVWR 8,000 lbs; not subject to ACF",,,,,None,16.528333333333336,0.0,-1,None,None,0.0,0.0,0.0,16,16.1684,0,0.0,0.0,0.0,0,0.0,0.0,483,0.0,483.0,18,18.3987,0,0.0,0.0,0,0.0,0.0,0.0,2013-10-29T00:00:00-04:00,N,No,6,3.5,Rear-Wheel Drive,None,364,SIDI,None,4,2450,0,Regular,Regular Gasoline,None,4,-1,None,22,22.1296,0,0.0,0.0,0.0,0,0.0,0.0,0,0,34525,0,0,Ford,FMX,F150 Pickup 2WD,2016-09-26T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic (S6),20.0855,0.0,30.8234,0.0,Standard Pickup Trucks 2WD,2014,-4500,F150,None,T
1FTFW1ETXEKD67890,2014,FORD,F-150,Gasoline,Pickup,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",16,22,18,FuelEconomy.gov,No,483.0,,,"132,400","17,200",HD-002,Public Works,Public Works Yard,"Auto (S6), 6 cyl, 3.5 L, Turbo",34525,100%,92%,Success,,Light Duty,"8,000",365,V-Shaped,,TRUCK,,,No,Yes,"Light Duty | GVWR: 8,000 lb",Exempt — Light-Duty,"GVWR 8,000 lbs; not subject to ACF",,,,,None,16.528333333333336,0.0,-1,None,None,0.0,0.0,0.0,16,16.1684,0,0.0,0.0,0.0,0,0.0,0.0,483,0.0,483.0,18,18.3987,0,0.0,0.0,0,0.0,0.0,0.0,2013-10-29T00:00:00-04:00,N,No,6,3.5,Rear-Wheel Drive,None,364,SIDI,None,4,2450,0,Regular,Regular Gasoline,None,4,-1,None,22,22.1296,0,0.0,0.0,0.0,0,0.0,0.0,0,0,34525,0,0,Ford,FMX,F150 Pickup 2WD,2016-09-26T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic (S6),20.0855,0.0,30.8234,0.0,Standard Pickup Trucks 2WD,2014,-4500,F150,None,T
1FDUF5HT7FEA34567,2015,FORD,F-550,Diesel,Incomplete - Chassis Cab (Single Cab),"Class 5: 16,001 - 19,500 lb (7,258 - 8,845 kg)",10,14,12,EPA Class Estimate,Yes,,,,"156,200","9,500",FD-005,Fire/EMS,Fire Station 3,,,,82%,Success,,Medium Duty,"19,500",440,V-Shaped,,INCOMPLETE VEHICLE,,,Yes,Yes,"Medium Duty | Diesel | GVWR: 19,500 lb",Subject to ACF,"GVWR 19,500 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDUF5HT5FEA45678,2015,FORD,F-550,Diesel,Incomplete - Chassis Cab (Single Cab),"Class 5: 16,001 - 19,500 lb (7,258 - 8,845 kg)",10,14,12,EPA Class Estimate,Yes,,,,"132,800","8,800",FD-006,Fire/EMS,Fire Station 1,,,,82%,Success,,Medium Duty,"19,500",440,V-Shaped,,INCOMPLETE VEHICLE,,,Yes,Yes,"Medium Duty | Diesel | GVWR: 19,500 lb",Subject to ACF,"GVWR 19,500 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDFE4FSXMDA56789,2021,FORD,E-450,,Incomplete - Cutaway,"Class 4: 14,001 - 16,000 lb (6,350 - 7,258 kg)",10,14,12,EPA Class Estimate,Yes,,,,"118,900","9,800",FD-008,Fire/EMS,Fire Station 3,,,,66%,Success,,Medium Duty,"16,000",,,,INCOMPLETE VEHICLE,Econoline,,No,Yes,"Medium Duty | GVWR: 16,000 lb",Subject to ACF,"GVWR 16,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3AKJHHDR6NSNV1234,2022,FREIGHTLINER,Cascadia,Diesel,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",5.5,7.5,6.5,EPA Class Estimate,Yes,,,,"285,600","22,000",HD-006,Public Works,Public Works Yard,,,,82%,Success,,Extra Heavy Duty,"33,001",,In-Line,,TRUCK,,"126"" Sleeper Cab",Yes,Yes,"Extra Heavy Duty | Diesel | GVWR: 33,001 lb",Subject to ACF,"GVWR 33,001 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3AKJHHDR9NSNV2345,2022,FREIGHTLINER,Cascadia,Diesel,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",5.5,7.5,6.5,EPA Class Estimate,Yes,,,,"312,400","24,500",HD-007,Public Works,Public Works Yard,,,,82%,Success,,Extra Heavy Duty,"33,001",,In-Line,,TRUCK,,"126"" Sleeper Cab",Yes,Yes,"Extra Heavy Duty | Diesel | GVWR: 33,001 lb",Subject to ACF,"GVWR 33,001 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDUF5HT7FEB12345,2015,FORD,F-550,Diesel,Incomplete - Chassis Cab (Single Cab),"Class 5: 16,001 - 19,500 lb (7,258 - 8,845 kg)",10,14,12,EPA Class Estimate,Yes,,,,"168,900","19,800",HD-003,Public Works,Public Works Yard,,,,82%,Success,,Medium Duty,"19,500",440,V-Shaped,,INCOMPLETE VEHICLE,,,Yes,Yes,"Medium Duty | Diesel | GVWR: 19,500 lb",Subject to ACF,"GVWR 19,500 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3AKJHHDR1NSNV3456,2022,FREIGHTLINER,Cascadia,Diesel,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",5.5,7.5,6.5,EPA Class Estimate,Yes,,,,"298,700","23,200",HD-008,Public Works,Public Works Yard,,,,82%,Success,,Extra Heavy Duty,"33,001",,In-Line,,TRUCK,,"126"" Sleeper Cab",Yes,Yes,"Extra Heavy Duty | Diesel | GVWR: 33,001 lb",Subject to ACF,"GVWR 33,001 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDUF5HT5FEB23456,2015,FORD,F-550,Diesel,Incomplete - Chassis Cab (Single Cab),"Class 5: 16,001 - 19,500 lb (7,258 - 8,845 kg)",10,14,12,EPA Class Estimate,Yes,,,,"152,300","18,000",HD-004,Water & Sewer,Water Treatment Plant,,,,82%,Success,,Medium Duty,"19,500",440,V-Shaped,,INCOMPLETE VEHICLE,,,Yes,Yes,"Medium Duty | Diesel | GVWR: 19,500 lb",Subject to ACF,"GVWR 19,500 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDUF5HT3FEB34567,2015,FORD,F-550,Diesel,Incomplete - Chassis Cab (Single Cab),"Class 5: 16,001 - 19,500 lb (7,258 - 8,845 kg)",10,14,12,EPA Class Estimate,Yes,,,,"175,400","20,500",HD-005,Water & Sewer,Water Treatment Plant,,,,82%,Success,,Medium Duty,"19,500",440,V-Shaped,,INCOMPLETE VEHICLE,,,Yes,Yes,"Medium Duty | Diesel | GVWR: 19,500 lb",Subject to ACF,"GVWR 19,500 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
